latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
45.78001,127.95393,305.17,1,1,2025-11-23,0554,A,50,6.1NRT,279.13,8.33,D
45.82125,128.17451,306.16,1,1,2025-11-23,0554,A,63,6.1NRT,278.23,10.19,D
45.81945,128.16209,308.44,1,1,2025-11-23,0554,A,67,6.1NRT,278.78,11.49,D
45.79776,128.01324,321.79,1,1,2025-11-23,0554,A,78,6.1NRT,279.44,19.8,D
45.41003,125.50971,312.26,1.09,1.04,2025-11-23,0554,A,25,6.1NRT,278.56,14.25,D
46.05401,129.73288,310.6,1.05,1.02,2025-11-23,0554,A,70,6.1NRT,278.62,13.57,D
45.7785,127.76028,305.4,1,1,2025-11-23,0554,A,61,6.1NRT,279.64,9.48,D
45.77666,127.74789,318.39,1,1,2025-11-23,0554,A,78,6.1NRT,280.4,19.14,D
45.41897,125.50659,311.6,1.09,1.04,2025-11-23,0554,A,40,6.1NRT,278.08,13.9,D
45.84185,128.12943,301.31,1,1,2025-11-23,0554,A,29,6.1NRT,278.76,6.67,D
45.6504,126.86363,318.21,1.02,1.01,2025-11-23,0554,A,78,6.1NRT,278.88,20.27,D
45.64843,126.85114,307.69,1.02,1.01,2025-11-23,0554,A,66,6.1NRT,278.88,11.82,D
46.08048,129.79405,307.61,1.06,1.03,2025-11-23,0554,A,40,6.1NRT,278.6,11.25,D
45.84328,128.07715,314.15,1,1,2025-11-23,0554,A,61,6.1NRT,278.86,14.56,D
45.83785,128.03995,307.5,1,1,2025-11-23,0554,A,39,6.1NRT,278.5,9.15,D
45.83421,128.01514,346.72,1,1,2025-11-23,0554,A,95,6.1NRT,281.92,56.93,D
45.8324,128.00273,306.55,1,1,2025-11-23,0554,A,41,6.1NRT,279.26,8.52,D
45.82694,127.96554,314.94,1,1,2025-11-23,0554,A,35,6.1NRT,279.7,13.23,D
45.8233,127.94074,315.45,1,1,2025-11-23,0554,A,30,6.1NRT,280.02,13.7,D
46.08595,129.76517,330.14,1.06,1.03,2025-11-23,0554,A,87,6.1NRT,279.56,32.87,D
45.45253,125.53701,306.01,1.08,1.04,2025-11-23,0554,A,56,6.1NRT,277.64,10.81,D
46.09467,129.7562,302.86,1.06,1.03,2025-11-23,0554,A,35,6.1NRT,278.28,8.42,D
45.84234,127.68214,300.15,1,1,2025-11-23,0554,A,30,6.1NRT,279.5,6.83,D
46.14616,129.79704,302.18,1.06,1.03,2025-11-23,0554,A,40,6.1NRT,277.63,7.9,D
45.8825,127.7086,305.96,1,1,2025-11-23,0554,A,63,6.1NRT,278.5,10.29,D
45.90773,127.81754,301.14,1,1,2025-11-23,0554,A,45,6.1NRT,278.14,7.43,D
45.81597,127.13863,310.89,1.01,1,2025-11-23,0554,A,71,6.1NRT,278.45,12.66,D
46.20005,129.79062,302.24,1.06,1.03,2025-11-23,0554,A,43,6.1NRT,277.57,8.3,D
46.19323,129.73759,310.61,1.06,1.03,2025-11-23,0554,A,70,6.1NRT,277.72,13.7,D
45.82463,127.13585,313.46,1.01,1,2025-11-23,0554,A,74,6.1NRT,278.82,14.9,D
46.22035,129.66179,318.25,1.05,1.02,2025-11-23,0554,A,78,6.1NRT,278.58,20.12,D
45.84966,127.06238,311.43,1.01,1,2025-11-23,0554,A,71,6.1NRT,278.15,14.18,D
46.03222,128.09866,303.11,1,1,2025-11-23,0554,A,55,6.1NRT,277.24,9.01,D
45.85823,126.94164,304.25,1.01,1.01,2025-11-23,0554,A,58,6.1NRT,277.39,9.57,D
45.85629,126.92912,305.11,1.01,1.01,2025-11-23,0554,A,61,6.1NRT,277.83,10.1,D
45.91688,127.26307,302.43,1,1,2025-11-23,0554,A,52,6.1NRT,277.85,8.08,D
45.88049,127.02626,308.56,1.01,1,2025-11-23,0554,A,67,6.1NRT,277.19,11.72,D
46.01694,127.84961,303.81,1,1,2025-11-23,0554,A,50,6.1NRT,277.82,8.61,D
46.31636,129.97417,300.6,1.07,1.03,2025-11-23,0554,A,39,6.1NRT,277.95,8.47,D
45.93224,127.10786,303.31,1.01,1,2025-11-23,0554,A,37,6.1NRT,277.04,7.64,D
45.91871,127.02048,316.04,1.01,1,2025-11-23,0554,A,76,6.1NRT,279.2,17.81,D
45.93898,127.09261,304.81,1.01,1,2025-11-23,0554,A,29,6.1NRT,277.3,8.61,D
46.06023,127.8363,301.08,1,1,2025-11-23,0554,A,44,6.1NRT,277.56,7.57,D
46.07985,127.90833,314.51,1,1,2025-11-23,0554,A,75,6.1NRT,278.19,16.52,D
46.04679,127.68436,303.7,1,1,2025-11-23,0554,A,57,6.1NRT,277.68,9.12,D
46.02824,127.56003,303.56,1,1,2025-11-23,0554,A,0,6.1NRT,277.02,9.39,D
46.00359,126.73706,303.01,1.02,1.01,2025-11-23,0554,A,18,6.1NRT,277.02,7.81,D
46.00161,126.72448,306.63,1.02,1.01,2025-11-23,0554,A,33,6.1NRT,277.14,9.95,D
46.18793,127.83054,303.34,1,1,2025-11-23,0554,A,56,6.1NRT,277.71,9,D
46.05035,126.72828,315.93,1.01,1.01,2025-11-23,0554,A,76,6.1NRT,278.09,17.02,D
45.53047,123.6691,301.17,1.26,1.11,2025-11-23,0554,A,34,6.1NRT,277.22,8.48,D
45.52758,123.65382,304.86,1.26,1.11,2025-11-23,0554,A,54,6.1NRT,278.35,11.56,D
46.21213,127.42474,319.58,1,1,2025-11-23,0554,A,79,6.1NRT,278.08,21.26,D
46.26317,127.39005,307.67,1,1,2025-11-23,0554,A,66,6.1NRT,276.52,11.6,D
46.26129,127.37756,312.05,1,1,2025-11-23,0554,A,72,6.1NRT,277.45,14.89,D
46.19329,126.87415,300.42,1.01,1,2025-11-23,0554,A,37,6.1NRT,276.59,7.58,D
46.3283,127.6442,300.24,1,1,2025-11-23,0554,A,33,6.1NRT,276.47,6.89,D
46.33695,127.64149,301.9,1,1,2025-11-23,0554,A,45,6.1NRT,276.79,7.68,D
46.86369,131.60794,304.9,1.23,1.1,2025-11-23,0554,A,50,6.1NRT,280.38,11.86,D
46.23964,126.93816,307.14,1.01,1,2025-11-23,0554,A,65,6.1NRT,276.82,11.66,D
46.21232,126.76215,303.03,1.01,1.01,2025-11-23,0554,A,55,6.1NRT,277.12,8.81,D
46.21035,126.74955,308.57,1.01,1.01,2025-11-23,0554,A,67,6.1NRT,277.12,12.31,D
46.86626,131.60034,316.95,1.23,1.1,2025-11-23,0554,A,77,6.1NRT,280.59,24.66,D
46.23904,126.79972,314.52,1.01,1.01,2025-11-23,0554,A,45,6.1NRT,278.29,15.08,D
46.34324,127.23995,301.36,1,1,2025-11-23,0554,A,46,6.1NRT,275.96,8.03,D
46.0269,125.27737,306.84,1.09,1.04,2025-11-23,0554,A,13,6.1NRT,275.54,10.63,D
46.91228,131.224,306.78,1.19,1.09,2025-11-23,0554,A,37,6.1NRT,279.05,12.7,D
46.91664,131.23311,305.29,1.2,1.09,2025-11-23,0554,A,61,6.1NRT,278.5,13.07,D
46.91493,131.21788,306.27,1.19,1.09,2025-11-23,0554,A,56,6.1NRT,278.89,13.78,D
46.36444,127.06985,303.5,1,1,2025-11-23,0554,A,56,6.1NRT,276.58,9.72,D
46.09645,125.36046,304.55,1.08,1.04,2025-11-23,0554,A,40,6.1NRT,276.31,10.24,D
46.95463,131.22383,335.78,1.2,1.09,2025-11-23,0554,A,85,6.1NRT,280.81,52.79,D
46.35435,126.76942,303.92,1.01,1,2025-11-23,0554,A,57,6.1NRT,275.15,9.59,D
46.30321,126.15778,310.64,1.03,1.01,2025-11-23,0554,A,70,6.1NRT,276.52,14.49,D
46.50933,127.227,305.34,1,1,2025-11-23,0554,A,61,6.1NRT,275.76,10.81,D
46.61565,127.57445,307.04,1,1,2025-11-23,0554,A,65,6.1NRT,275.77,11.56,D
46.5978,127.1403,300.36,1,1,2025-11-23,0554,A,35,6.1NRT,276.58,7.64,D
46.43097,126.02049,314.6,1.03,1.02,2025-11-23,0554,A,75,6.1NRT,274.1,16.37,D
46.42887,126.00758,300.33,1.04,1.02,2025-11-23,0554,A,21,6.1NRT,273.07,6.39,D
47.09105,130.04358,302.61,1.1,1.04,2025-11-23,0554,A,53,6.1NRT,276.74,10.4,D
46.79472,127.6508,304.02,1,1,2025-11-23,0554,A,49,6.1NRT,275.07,9.26,D
46.79782,127.61024,322.66,1,1,2025-11-23,0554,A,82,6.1NRT,275.95,24.99,D
46.61432,126.28392,302.59,1.02,1.01,2025-11-23,0554,A,53,6.1NRT,277.18,8.88,D
46.71758,126.82423,304.49,1.01,1,2025-11-23,0554,A,59,6.1NRT,275.95,9.91,D
46.87051,127.03265,301.68,1,1,2025-11-23,0554,A,48,6.1NRT,274.71,9.15,D
47.03497,126.46649,307.87,1.01,1.01,2025-11-23,0554,A,66,6.1NRT,268.98,13.54,D
46.96854,125.93391,330.6,1.03,1.01,2025-11-23,0554,A,87,6.1NRT,270.84,35.28,D
46.96644,125.92094,318.48,1.03,1.01,2025-11-23,0554,A,54,6.1NRT,268.47,20.59,D
47.04148,125.8607,337.42,1.03,1.01,2025-11-23,0554,A,0,6.1NRT,266.29,45.27,D
47.07735,126.02593,308.66,1.02,1.01,2025-11-23,0554,A,67,6.1NRT,272.01,13.69,D
47.05441,125.8836,347.51,1.03,1.01,2025-11-23,0554,A,0,6.1NRT,270.15,64.9,D
47.05231,125.87062,320.4,1.03,1.01,2025-11-23,0554,A,0,6.1NRT,266.69,23.73,D
47.08606,126.02291,306.49,1.02,1.01,2025-11-23,0554,A,64,6.1NRT,272.11,12.09,D
47.10471,125.7915,309.38,1.03,1.02,2025-11-23,0554,A,68,6.1NRT,270.06,13.91,D
47.21914,125.68932,333,1.03,1.02,2025-11-23,0554,A,0,6.1NRT,266.37,40.05,D
47.24692,125.80363,302.16,1.03,1.01,2025-11-23,0554,A,51,6.1NRT,268.94,10.16,D
47.32917,125.85159,300.75,1.03,1.01,2025-11-23,0554,A,41,6.1NRT,271.44,8.73,D
10.0833,-71.79018,308.38,1.31,1.13,2025-11-23,0807,A,60,6.1NRT,292.32,7.79,N
12.83185,-0.57243,318.43,2.01,1.38,2025-11-23,0854,T,67,6.1NRT,300.53,23.48,D
15.53412,4.6004,319.38,1.04,1.02,2025-11-23,0854,T,61,6.1NRT,305.21,7.64,D
11.91391,5.70393,321.41,1.01,1.01,2025-11-23,0854,T,50,6.1NRT,308.76,8.98,D
11.68034,6.91225,318.13,1.1,1.05,2025-11-23,0854,T,63,6.1NRT,303.7,10.22,D
11.90416,5.19478,314.44,1,1,2025-11-23,0854,T,42,6.1NRT,304.29,5.01,D
12.29179,2.28459,311.48,1.24,1.1,2025-11-23,0854,T,39,6.1NRT,295.73,6.67,D
12.27151,2.21426,312.48,1.25,1.11,2025-11-23,0854,T,51,6.1NRT,298.64,7.4,D
11.7827,5.72394,320.93,1.01,1.01,2025-11-23,0854,T,66,6.1NRT,306.3,9.9,D
11.66954,6.17457,321.12,1.04,1.02,2025-11-23,0854,T,70,6.1NRT,308.62,10.36,D
12.13375,2.62936,311.3,1.18,1.08,2025-11-23,0854,T,23,6.1NRT,295.7,5.88,D
12.12428,2.62808,312.18,1.18,1.08,2025-11-23,0854,T,45,6.1NRT,294.69,7.34,D
11.52034,6.747,322.75,1.09,1.04,2025-11-23,0854,T,74,6.1NRT,302.49,16.9,D
11.55626,6.38482,315.83,1.05,1.02,2025-11-23,0854,T,58,6.1NRT,305.06,6.67,D
11.55486,6.39413,316.87,1.05,1.03,2025-11-23,0854,T,61,6.1NRT,304.41,7.29,D
11.75081,4.85166,316.23,1,1,2025-11-23,0854,T,50,6.1NRT,305.88,6.06,D
11.52684,6.39312,321.59,1.05,1.03,2025-11-23,0854,T,61,6.1NRT,305.71,10.71,D
11.52546,6.40246,323.87,1.06,1.03,2025-11-23,0854,T,73,6.1NRT,308.35,12.78,D
11.49622,6.60037,320.27,1.07,1.03,2025-11-23,0854,T,56,6.1NRT,309.25,8.21,D
12.74743,-3.49314,317.45,3.43,1.74,2025-11-23,0854,T,66,6.1NRT,300.54,57.32,D
12.04006,2.34975,325.41,1.22,1.1,2025-11-23,0854,T,64,6.1NRT,301.33,17.5,D
12.03864,2.36059,350.59,1.22,1.1,2025-11-23,0854,T,95,6.1NRT,304.77,70.99,D
11.38352,6.97897,319.11,1.11,1.05,2025-11-23,0854,T,70,6.1NRT,304.25,12.55,D
11.38202,6.98879,315.92,1.12,1.05,2025-11-23,0854,T,64,6.1NRT,304.43,8.72,D
12.03186,2.33755,325.04,1.22,1.1,2025-11-23,0854,T,77,6.1NRT,301.05,18.76,D
12.0289,2.33102,314.98,1.22,1.1,2025-11-23,0854,T,56,6.1NRT,300.37,7.52,D
12.75036,-3.49873,314.52,3.43,1.74,2025-11-23,0854,T,59,6.1NRT,300.97,41.99,D
11.25649,6.90707,316.08,1.11,1.05,2025-11-23,0854,T,65,6.1NRT,303.58,8.29,D
11.85373,2.65731,330.69,1.17,1.07,2025-11-23,0854,T,83,6.1NRT,295.34,31.18,D
11.85233,2.66765,315.97,1.16,1.07,2025-11-23,0854,T,65,6.1NRT,294.68,11.08,D
12.07198,0.66024,318.08,1.58,1.24,2025-11-23,0854,T,63,6.1NRT,300.79,15.21,D
12.06112,0.65881,319.05,1.58,1.24,2025-11-23,0854,T,66,6.1NRT,301.88,16.56,D
12.06929,0.6538,318.42,1.58,1.24,2025-11-23,0854,T,63,6.1NRT,300.87,15.55,D
12.06745,0.66778,314.31,1.57,1.24,2025-11-23,0854,T,26,6.1NRT,299.48,8.03,D
11.14729,6.02821,338.4,1.03,1.02,2025-11-23,0854,T,88,6.1NRT,309.02,31.47,D
11.67714,2.13606,312.72,1.24,1.11,2025-11-23,0854,T,23,6.1NRT,298.46,6.41,D
10.97846,5.98159,331.46,1.03,1.02,2025-11-23,0854,T,83,6.1NRT,305.57,21.04,D
10.96957,5.98028,319.11,1.03,1.02,2025-11-23,0854,T,61,6.1NRT,307.69,6.45,D
11.47042,2.2296,335.01,1.22,1.1,2025-11-23,0854,T,86,6.1NRT,300.25,39.5,D
11.50016,1.86033,340.09,1.28,1.12,2025-11-23,0854,T,90,6.1NRT,301.58,50.92,D
11.49865,1.8717,343.21,1.28,1.12,2025-11-23,0854,T,92,6.1NRT,300.9,58.92,D
11.4903,1.85903,319.82,1.28,1.12,2025-11-23,0854,T,62,6.1NRT,301.36,13.82,D
11.48879,1.8704,327.15,1.28,1.12,2025-11-23,0854,T,80,6.1NRT,300.98,25.47,D
10.84651,5.93103,324.4,1.03,1.02,2025-11-23,0854,T,76,6.1NRT,305.4,13.7,D
10.84517,5.94016,329.77,1.03,1.02,2025-11-23,0854,T,82,6.1NRT,307.21,20.05,D
10.74081,6.58426,320.62,1.09,1.04,2025-11-23,0854,T,73,6.1NRT,306.03,12.23,D
10.54667,7.13507,320.01,1.16,1.07,2025-11-23,0854,T,74,6.1NRT,282.53,20.14,D
11.25592,1.62113,319.24,1.32,1.14,2025-11-23,0854,T,70,6.1NRT,295.41,15.04,D
11.40241,0.04934,323.25,1.71,1.28,2025-11-23,0854,T,46,6.1NRT,306.8,18.35,D
11.40309,0.0433,324.53,1.71,1.28,2025-11-23,0854,T,77,6.1NRT,306.37,23.19,D
11.38983,0.05722,328.62,1.71,1.28,2025-11-23,0854,T,81,6.1NRT,306.52,31.7,D
11.36729,0.0544,321.2,1.71,1.28,2025-11-23,0854,T,61,6.1NRT,306.85,16.1,D
11.25472,0.7632,326.17,1.51,1.21,2025-11-23,0854,T,79,6.1NRT,291.28,34.64,D
10.57513,5.70554,318.52,1.02,1.01,2025-11-23,0854,T,67,6.1NRT,303.38,9.65,D
11.84562,-5.11145,314.16,4.47,1.94,2025-11-23,0854,T,62,6.1NRT,298.89,63.45,D
11.13498,-1.43271,314.61,2.22,1.44,2025-11-23,0854,T,58,6.1NRT,301.22,18.9,D
11.1223,-1.43431,356.31,2.22,1.44,2025-11-23,0854,T,98,6.1NRT,302.54,221.25,D
11.12002,-1.41478,330.78,2.21,1.44,2025-11-23,0854,T,83,6.1NRT,300.57,68.63,D
10.78866,1.217,314.17,1.38,1.16,2025-11-23,0854,T,57,6.1NRT,295.26,12.05,D
11.12189,-1.44148,340.48,2.22,1.44,2025-11-23,0854,T,90,6.1NRT,301.36,116.66,D
11.11944,-1.4219,348.27,2.21,1.44,2025-11-23,0854,T,94,6.1NRT,302.15,160.49,D
9.38015,10.45234,324.88,2.05,1.39,2025-11-23,0854,T,78,6.1NRT,301.48,34.62,D
9.24586,10.55613,316.62,2.1,1.41,2025-11-23,0854,T,57,6.1NRT,297.97,16.59,D
10.69188,-1.44095,315.11,2.19,1.43,2025-11-23,0854,T,64,6.1NRT,298.25,23.1,D
10.69067,-1.44719,312.3,2.19,1.43,2025-11-23,0854,T,53,6.1NRT,298.07,15.13,D
8.23257,12.76923,308.62,3.32,1.72,2025-11-23,0854,T,19,6.1NRT,290.07,33.44,D
6.06494,5.58833,308.09,1.09,1.04,2025-11-23,0856,T,57,6.1NRT,285.31,6.47,D
5.71755,6.48744,312.2,1.22,1.1,2025-11-23,0856,T,66,6.1NRT,293.85,9.08,D
5.66003,6.51675,311.46,1.22,1.1,2025-11-23,0856,T,65,6.1NRT,293.24,8.82,D
5.52383,6.67827,326.72,1.25,1.11,2025-11-23,0856,T,72,6.1NRT,293.46,29.38,D
5.70847,4.48243,311.34,1.01,1.01,2025-11-23,0856,T,48,6.1NRT,288,8.31,D
4.92919,7.01744,308.92,1.34,1.15,2025-11-23,0856,T,55,6.1NRT,291.06,6.82,D
4.84316,7.25531,309.39,1.4,1.17,2025-11-23,0856,T,62,6.1NRT,291.44,8.17,D
4.65646,6.07253,313.43,1.19,1.08,2025-11-23,0856,T,51,6.1NRT,292.42,9.81,D
3.98592,9.77226,309.91,2.26,1.46,2025-11-23,0856,T,24,6.1NRT,289.11,17.62,D
3.46375,5.5621,315.68,1.15,1.07,2025-11-23,0856,T,64,6.1NRT,294.62,11.61,D
15.53282,4.60982,319.61,1.04,1.02,2025-11-23,0854,T,66,6.1NRT,305.6,8.01,D
15.52517,4.59913,336.84,1.04,1.02,2025-11-23,0854,T,87,6.1NRT,307.42,29.76,D
15.52388,4.60855,320.82,1.04,1.02,2025-11-23,0854,T,60,6.1NRT,304.72,8.64,D
14.89989,4.24723,326.2,1.06,1.03,2025-11-23,0854,T,77,6.1NRT,305.8,16.05,D
14.98557,-0.32824,315.14,2.07,1.4,2025-11-23,0854,T,54,6.1NRT,299.86,14.68,D
14.97687,-0.254,321.97,2.04,1.39,2025-11-23,0854,T,75,6.1NRT,300.66,31.47,D
14.97976,-0.38582,317.5,2.09,1.41,2025-11-23,0854,T,67,6.1NRT,300.54,21.89,D
14.92793,-0.25972,313.41,2.04,1.39,2025-11-23,0854,T,26,6.1NRT,298.81,10.77,D
14.93621,-0.26492,316.63,2.04,1.39,2025-11-23,0854,T,63,6.1NRT,300.53,18.07,D
14.86119,-0.36793,318.94,2.08,1.4,2025-11-23,0854,T,50,6.1NRT,299.41,24.86,D
12.50514,13.34442,324.78,3.05,1.66,2025-11-23,0854,T,62,6.1NRT,309.32,49.33,D
12.50047,13.37119,330.09,3.06,1.66,2025-11-23,0854,T,80,6.1NRT,311.26,80.27,D
12.48106,13.31261,326.75,3.03,1.66,2025-11-23,0854,T,59,6.1NRT,309.94,60.6,D
12.47883,13.30569,326.39,3.03,1.66,2025-11-23,0854,T,76,6.1NRT,309.46,65.04,D
12.34951,13.44919,320.41,3.13,1.68,2025-11-23,0854,T,66,6.1NRT,303.14,57.22,D
12.34849,13.44352,315.36,3.13,1.68,2025-11-23,0854,T,36,6.1NRT,302.48,33.67,D
12.34379,13.47098,318.2,3.14,1.68,2025-11-23,0854,T,57,6.1NRT,301.95,47.41,D
13.42744,6.2345,324.16,1.02,1.01,2025-11-23,0854,T,75,6.1NRT,302.09,15.29,D
12.17296,13.49053,315.08,3.18,1.69,2025-11-23,0854,T,32,6.1NRT,302.1,34.54,D
13.4468,5.46824,320.48,1,1,2025-11-23,0854,T,69,6.1NRT,304.72,10.31,D
12.17242,13.48501,315.94,3.18,1.69,2025-11-23,0854,T,45,6.1NRT,302.52,40.47,D
12.00981,14.15745,326.72,3.62,1.78,2025-11-23,0854,T,77,6.1NRT,304.65,110.89,D
13.52636,4.50775,315.54,1.02,1.01,2025-11-23,0854,T,52,6.1NRT,304.05,5.76,D
13.52507,4.51692,331.37,1.02,1.01,2025-11-23,0854,T,82,6.1NRT,305.66,23.41,D
14.14353,-0.48534,348.82,2.07,1.4,2025-11-23,0854,T,95,6.1NRT,301.06,148.74,D
14.13122,-0.4868,320.76,2.07,1.4,2025-11-23,0854,T,60,6.1NRT,299.43,27.42,D
14.14046,-0.49267,341.73,2.07,1.4,2025-11-23,0854,T,91,6.1NRT,300.63,108.08,D
13.26554,5.63006,321.24,1,1,2025-11-23,0854,T,71,6.1NRT,305.77,9.98,D
13.26424,5.63901,319.15,1,1,2025-11-23,0854,T,68,6.1NRT,306.05,8.12,D
13.31264,4.71553,326.94,1.01,1.01,2025-11-23,0854,T,78,6.1NRT,295.47,19.08,D
13.31137,4.72459,336.61,1.01,1.01,2025-11-23,0854,T,87,6.1NRT,298.05,31.61,D
13.31009,4.73364,320.31,1.01,1.01,2025-11-23,0854,T,57,6.1NRT,297.08,10.64,D
13.30255,4.72333,331.64,1.01,1.01,2025-11-23,0854,T,82,6.1NRT,297.42,23.64,D
13.30128,4.73238,333.09,1.01,1.01,2025-11-23,0854,T,84,6.1NRT,299.66,25.81,D
11.75271,14.29701,329.53,3.75,1.81,2025-11-23,0854,T,80,6.1NRT,304.58,131.83,D
13.98961,-0.84668,318,2.2,1.44,2025-11-23,0854,T,59,6.1NRT,301.76,21.9,D
11.73701,14.29417,321.96,3.75,1.81,2025-11-23,0854,T,71,6.1NRT,306.14,73.93,D
11.75898,14.29158,319.15,3.75,1.81,2025-11-23,0854,T,66,6.1NRT,303.93,59.88,D
11.74329,14.2887,330.33,3.75,1.81,2025-11-23,0854,T,81,6.1NRT,305.31,137.65,D
13.96586,-0.87658,320.53,2.21,1.44,2025-11-23,0854,T,66,6.1NRT,300.65,31,D
13.02623,5.8203,316.33,1.01,1,2025-11-23,0854,T,61,6.1NRT,303.03,7.18,D
12.83069,6.4479,334.64,1.04,1.02,2025-11-23,0854,T,74,6.1NRT,303.83,26.82,D
12.82933,6.45715,323.29,1.04,1.02,2025-11-23,0854,T,63,6.1NRT,303.84,11.71,D
11.59769,13.7053,321.82,3.39,1.74,2025-11-23,0854,T,72,6.1NRT,305.69,56.35,D
11.59965,13.70033,318.38,3.39,1.74,2025-11-23,0854,T,48,6.1NRT,306.02,35.27,D
12.50368,7.40851,317.49,1.14,1.06,2025-11-23,0854,T,23,6.1NRT,301.18,7.64,D
12.70933,5.76684,315.01,1.01,1,2025-11-23,0854,T,50,6.1NRT,302.35,5.6,D
12.63966,6.18148,336.73,1.02,1.01,2025-11-23,0854,T,87,6.1NRT,305.12,30.03,D
12.63831,6.1906,347.89,1.03,1.01,2025-11-23,0854,T,94,6.1NRT,307.05,49.86,D
12.63697,6.19972,326.93,1.03,1.01,2025-11-23,0854,T,78,6.1NRT,305.66,15.16,D
11.35802,13.93154,327.17,3.57,1.77,2025-11-23,0854,T,79,6.1NRT,303.05,106.76,D
11.36195,13.92677,325.48,3.57,1.77,2025-11-23,0854,T,77,6.1NRT,302.6,94.73,D
11.32395,13.42901,318.07,3.26,1.71,2025-11-23,0854,T,55,6.1NRT,299.36,41.13,D
11.3248,13.42253,314,3.26,1.71,2025-11-23,0854,T,40,6.1NRT,298.79,25.49,D
11.31993,13.45106,316.9,3.28,1.71,2025-11-23,0854,T,55,6.1NRT,301.24,42.97,D
13.47402,-1.70112,325.32,2.53,1.53,2025-11-23,0854,T,79,6.1NRT,298.2,60.19,D
13.45725,-1.79557,318.1,2.57,1.54,2025-11-23,0854,T,70,6.1NRT,300.33,34.49,D
12.41913,6.23895,323.32,1.03,1.01,2025-11-23,0854,T,74,6.1NRT,303.87,13.69,D
13.46532,-1.7081,324.67,2.53,1.53,2025-11-23,0854,T,63,6.1NRT,297.77,57.49,D
12.37116,5.93759,323.66,1.02,1.01,2025-11-23,0854,T,41,6.1NRT,305.57,11.08,D
12.36983,5.94661,321.63,1.02,1.01,2025-11-23,0854,T,45,6.1NRT,304.51,9.36,D
12.36499,5.91823,321.31,1.02,1.01,2025-11-23,0854,T,57,6.1NRT,304.07,9.19,D
12.36366,5.92725,323.44,1.02,1.01,2025-11-23,0854,T,35,6.1NRT,305.72,10.34,D
12.40307,5.57796,315.1,1,1,2025-11-23,0854,T,28,6.1NRT,302.62,5.85,D
12.40178,5.5869,327.24,1,1,2025-11-23,0854,T,78,6.1NRT,304.92,17.87,D
12.40048,5.59583,316.29,1,1,2025-11-23,0854,T,45,6.1NRT,304.86,6.15,D
12.33481,5.6776,322.46,1.01,1,2025-11-23,0854,T,65,6.1NRT,306.55,9.95,D
12.32733,5.66736,333.39,1.01,1,2025-11-23,0854,T,84,6.1NRT,308.19,23.5,D
12.32603,5.67631,324.1,1.01,1,2025-11-23,0854,T,63,6.1NRT,308.42,11.65,D
13.232,-1.40908,324.75,2.38,1.49,2025-11-23,0854,T,56,6.1NRT,299.53,51.54,D
13.23145,-1.39367,324.48,2.37,1.49,2025-11-23,0854,T,55,6.1NRT,299.67,51.16,D
12.22332,6.11647,325.47,1.03,1.01,2025-11-23,0854,T,65,6.1NRT,307.68,12.23,D
12.2056,6.11382,321.8,1.03,1.01,2025-11-23,0854,T,13,6.1NRT,307.83,7.27,D
12.15724,6.13466,316.83,1.03,1.01,2025-11-23,0854,T,59,6.1NRT,304.62,5.24,D
12.15589,6.14378,338.55,1.03,1.01,2025-11-23,0854,T,88,6.1NRT,306.38,32.44,D
12.06991,6.162,322.69,1.03,1.01,2025-11-23,0854,T,72,6.1NRT,306.98,10.32,D
12.06855,6.17114,322.8,1.03,1.01,2025-11-23,0854,T,67,6.1NRT,304.13,11,D
52.15667,10.39869,300.26,1.41,1.18,2025-11-23,0843,T,33,6.1NRT,271.34,14.89,D
52.15482,10.41883,306.55,1.41,1.17,2025-11-23,0843,T,64,6.1NRT,269.34,20.84,D
-19.5337,169.44963,312.9,1.65,1.26,2025-11-23,0943,T,80,6.1NRT,291.57,23.03,N
20.79235,85.259,310.02,1.01,1,2025-11-23,0904,A,36,6.1NRT,299.36,4.81,D
20.88161,84.98086,313.13,1.02,1.01,2025-11-23,0904,A,62,6.1NRT,301.57,6.83,D
20.95799,85.18931,314.64,1.01,1,2025-11-23,0904,A,35,6.1NRT,302.72,7.47,D
20.96395,85.16906,316.18,1.01,1,2025-11-23,0904,A,49,6.1NRT,302.51,8.06,D
21.07441,85.03172,312.22,1.01,1.01,2025-11-23,0904,A,65,6.1NRT,302.14,6.63,D
21.0073,82.35556,314.9,1.3,1.13,2025-11-23,0904,A,68,6.1NRT,301.05,12.79,D
21.00958,80.85208,313.29,1.63,1.26,2025-11-23,0904,A,64,6.1NRT,298.71,13.34,D
21.14511,81.16681,315.5,1.54,1.22,2025-11-23,0904,A,68,6.1NRT,300.32,14.34,D
21.15185,81.17361,312.83,1.54,1.22,2025-11-23,0904,A,63,6.1NRT,300.55,10.14,D
21.22432,81.46007,312.89,1.46,1.2,2025-11-23,0904,A,64,6.1NRT,301.1,10,D
21.18731,81.06287,311.3,1.56,1.23,2025-11-23,0904,A,59,6.1NRT,299.47,9.72,D
21.35613,81.31474,311.88,1.49,1.21,2025-11-23,0904,A,61,6.1NRT,298.62,10.36,D
21.47777,81.48061,309.87,1.45,1.19,2025-11-23,0904,A,54,6.1NRT,299.45,6.24,D
21.54207,81.62635,311.75,1.41,1.18,2025-11-23,0904,A,61,6.1NRT,300.25,8.9,D
